Place,Name,Bib,Division,Nation,Swim,Bike,Run,Race,Date,Location
15,Matthew Thompson,2354,M 35-39,AUS,02:41:50,01:38:24,04:26:15,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
13,Ian Jack,2183,M 30-34,AUS,02:23:48,01:57:20,04:26:33,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
14,Aj Rees,2212,M 30-34,GBR,02:28:17,01:52:21,04:26:38,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
2,Helen Morgan,2124,F 25-29,AUS,02:39:01,01:42:37,04:26:42,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
11,Ryley Kleinschmidt,2065,M 25-29,AUS,02:29:15,01:53:46,04:27:13,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
11,Craig James,2442,M 40-44,AUS,02:19:53,01:59:16,04:27:19,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
4,Stuart Robertson,2726,M 50-54,AUS,02:29:03,01:51:45,04:27:21,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
5,Paul Cox,2775,M 55-59,GBR,02:28:16,01:51:50,04:27:53,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
12,Christopher Wilson,2095,M 25-29,AUS,02:33:05,01:48:26,04:27:58,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
16,andrew Richards,2342,M 35-39,GBR,02:28:03,01:53:04,04:28:00,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
4,Tom Holland,2004,M 18-24,AUS,02:48:08,01:35:52,04:28:47,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
12,Warren Lund,2450,M 40-44,NZL,02:21:11,02:02:39,04:28:52,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
13,Andrew Parkinson,2463,M 40-44,AUS,02:28:00,01:52:36,04:28:57,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
15,Joel Harrison,2177,M 30-34,AUS,02:34:28,01:48:32,04:29:07,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
9,Geoff Miller,2596,M 45-49,AUS,02:23:48,02:00:18,04:29:35,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
6,Tony Holt,2779,M 55-59,AUS,02:40:01,01:44:19,04:29:40,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
1,Susan Beattie,2639,F 45-49,AUS,02:42:29,01:42:02,04:29:47,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
10,Andrew Toovey,2627,M 45-49,AUS,02:37:50,01:46:26,04:29:54,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
14,Tom Ridsdill-Smith,2468,M 40-44,AUS,02:32:53,01:51:14,04:30:17,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
15,Abel Podger,2465,M 40-44,AUS,02:37:54,01:46:12,04:31:05,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
13,Rhys Stewart,2086,M 25-29,AUS,02:36:56,01:49:04,04:31:13,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
11,Mark Williams,2631,M 45-49,AUS,02:31:08,01:53:20,04:31:18,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
16,Michael Mc Geever,2201,M 30-34,IRL,02:32:47,01:50:16,04:31:30,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
17,Evert Willeumier,2226,M 30-34,NLD,02:35:41,01:46:27,04:31:32,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
17,Phil Scott,2349,M 35-39,AUS,02:27:20,01:59:10,04:31:40,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
1,Leza Doran,2249,F 30-34,AUS,02:29:26,01:55:39,04:31:43,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
18,Guillaume MARX,2328,M 35-39,FRA,02:35:20,01:49:19,04:32:12,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
12,Brett Amos,2545,M 45-49,AUS,02:26:08,02:00:44,04:32:13,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
3,Sarah Blyde,2103,F 25-29,NZL,02:41:48,01:40:04,04:32:18,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
5,Glen Cumming,2696,M 50-54,AUS,02:34:02,01:50:50,04:32:21,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
