Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time
156,Kayde Roberts,2326,M35-39,USA,00:46:39,02:59:17,02:17:55,06:15:28
157,Paul Hansmann,2220,M35-39,USA,00:48:12,03:01:44,02:07:48,06:15:28
-,Team Barely Breathing,4004,RELAY,USA,00:46:46,03:04:57,02:13:12,06:15:29
-,Team The Tri-Wizards,4056,RELAY,USA,00:29:42,03:25:31,02:15:37,06:15:39
137,Mike Fassel,1468,M40-44,USA,00:37:55,03:06:53,02:14:38,06:15:40
49,Shaelee Allen,1037,F35-39,USA,00:35:33,03:14:01,02:13:57,06:15:45
89,Matthew Manestar,1371,M25-29,USA,00:31:15,03:04:37,02:27:51,06:15:46
138,Bart Lee,1239,M40-44,USA,00:33:13,03:09:58,02:07:16,06:15:50
113,Adrian Reyes,183,M50-54,USA,00:38:04,03:05:58,02:24:04,06:15:50
158,Jason Jarvis,3109,M35-39,USA,00:36:50,02:57:54,02:24:44,06:15:53
114,Brett Brian,2763,M50-54,USA,00:35:41,02:59:49,02:28:05,06:15:54
50,Renee Danielson,2656,F30-34,USA,00:40:09,03:14:36,02:08:38,06:16:02
50,Lisa Swanson,1878,F35-39,USA,00:33:25,03:07:55,02:23:34,06:16:07
90,Dan Rosenbloom,2864,M25-29,USA,00:47:01,03:08:02,01:58:05,06:16:10
23,Ronald Laughlin,966,M60-64,USA,00:38:24,03:02:18,02:23:48,06:16:16
140,Jake Israel,2137,M30-34,USA,00:38:40,03:01:12,02:15:30,06:16:17
62,Brett Greenhalgh,1360,M55-59,USA,00:38:59,02:55:06,02:23:08,06:16:25
139,Matthew Amargo,2351,M40-44,USA,00:44:23,03:05:09,02:15:34,06:16:34
-,Team Cookie And The Monster,4007,RELAY,USA,00:39:04,03:14:28,02:16:31,06:16:35
23,Liz Groom,177,F50-54,USA,00:37:20,03:15:20,02:13:00,06:16:43
5,Mary Duprey,377,F60-64,USA,00:37:26,03:06:50,02:18:53,06:16:44
115,Brian Ormson,1338,M50-54,USA,00:42:54,03:05:38,02:13:06,06:16:45
51,Olivia Kalmanson,3036,F30-34,USA,00:38:24,03:08:17,02:18:11,06:16:46
141,Andrew Needs,3076,M30-34,USA,00:37:53,03:04:25,02:21:43,06:16:47
45,Kylee Timso,721,F40-44,AUS,00:43:04,03:17:39,02:06:21,06:16:52
63,Martin Laserna Martinez,1765,M55-59,USA,00:44:09,03:01:52,02:19:41,06:16:56
116,W Cain,1814,M50-54,USA,00:39:16,03:05:34,02:10:09,06:16:57
117,Adrian Lethbridge,2348,M50-54,JAM,00:34:43,03:09:34,02:21:03,06:17:04
142,Ryan Curran,1602,M30-34,USA,00:45:25,03:12:58,02:01:36,06:17:05
140,Daniel Brewer,435,M40-44,USA,00:32:59,02:57:29,02:35:44,06:17:07
159,John Ballay,2676,M35-39,USA,00:44:46,03:16:08,02:00:48,06:17:16
160,Tyler Lynch,1233,M35-39,USA,00:46:26,02:58:55,02:19:22,06:17:21
118,Sean Egan,1950,M50-54,USA,00:43:43,03:07:20,02:06:18,06:17:21
161,Ken Stonebrook,2049,M35-39,USA,00:42:32,02:58:04,02:21:20,06:17:23
141,Charles Eichenbaum,2150,M40-44,USA,00:34:58,02:59:49,02:27:22,06:17:23
119,Andrew Niggemann,903,M45-49,CAN,00:35:56,02:49:51,02:40:42,06:17:24
24,Stefanie Eigen,556,F50-54,USA,00:32:23,03:07:47,02:26:53,06:17:27
162,Robert Kitteridge,2126,M35-39,USA,00:46:34,03:09:12,02:05:40,06:17:28
64,McKay Florence,2681,M55-59,USA,00:36:44,03:08:59,02:14:07,06:17:31
163,Jason Bishop,2436,M35-39,USA,00:40:09,03:12:12,02:15:02,06:17:34
25,Jill Kralovanec,383,F50-54,USA,00:37:44,03:12:52,02:17:39,06:17:37
143,Chad Conner,1974,M30-34,USA,00:34:29,03:00:01,02:34:22,06:17:40
142,Spencer Strull,1077,M40-44,USA,00:35:53,03:05:55,02:23:26,06:17:49
143,Daniel Phillips,2219,M40-44,USA,00:45:25,03:04:15,02:10:51,06:17:52
120,Tommy Brooks,3007,M45-49,USA,00:39:45,03:17:25,02:07:09,06:17:59
5,Claire Brooks,2745,F18-24,USA,00:30:52,03:29:37,02:04:57,06:18:02
119,Trace Lund,887,M50-54,USA,00:45:23,03:01:19,02:14:26,06:18:05
36,Annarose Pandey,434,F45-49,USA,00:46:19,03:07:11,02:09:33,06:18:09
144,Frank Martin,3068,M40-44,USA,00:42:51,03:24:30,01:54:28,06:18:10
91,Brent Layton,2064,M25-29,USA,00:31:01,03:00:06,02:33:35,06:18:13
164,Mark Cropper,2485,M35-39,USA,00:51:24,02:53:15,02:12:25,06:18:17
51,Jenn Dandrea,1308,F35-39,USA,00:36:02,03:23:55,02:08:01,06:18:20
52,Adrienne Steinhorst,2294,F30-34,USA,00:40:20,03:07:26,02:22:24,06:18:20
53,Emily Cray,2957,F30-34,USA,00:37:17,03:23:15,02:05:29,06:18:22
165,Roberto Servitje,2522,M35-39,MEX,00:42:53,03:21:37,02:03:29,06:18:23
121,Marcelo Waldheim,858,M45-49,USA,00:36:23,03:09:26,02:16:32,06:18:24
52,Jillian Paxton,1174,F35-39,USA,00:31:39,03:11:39,02:27:19,06:18:25
54,Kayley Young,2997,F30-34,USA,00:35:15,03:24:54,02:03:19,06:18:36
166,Jay Richman,1595,M35-39,PRT,00:41:53,03:16:03,02:08:02,06:18:37
92,Kevin Hubner,2513,M25-29,USA,00:38:15,03:23:57,01:58:14,06:18:38
28,Catherine Tolbert,2643,F25-29,USA,00:44:38,03:08:40,02:13:22,06:18:39
144,Benjamin Salazar,2089,M30-34,USA,00:45:08,03:08:48,02:12:16,06:18:39
29,Emily Scholes,1734,F25-29,USA,00:40:27,03:23:51,02:04:02,06:18:53
65,Sam Pietrofeso,1387,M55-59,USA,00:46:47,03:07:53,02:09:32,06:19:00
145,James Romero,1024,M30-34,USA,00:45:39,03:06:09,02:13:18,06:19:03
167,David Clark,3104,M35-39,USA,00:34:08,02:59:15,02:36:33,06:19:19
-,Team Iron Moms,4016,RELAY,USA,00:37:41,03:19:13,02:17:31,06:19:20
168,Jayson Williams,756,M35-39,USA,00:42:28,03:14:45,02:07:44,06:19:22
46,Jamie Dunn,1339,F40-44,USA,00:42:33,03:19:36,02:04:49,06:19:28
66,Jon Petty,212,M55-59,USA,00:43:37,03:19:59,01:56:16,06:19:42
169,Paul Doherty,1589,M35-39,USA,00:41:08,03:10:20,02:15:26,06:19:46
47,Lucia Casta?eda Cabrero,1616,F40-44,MEX,00:48:28,03:08:13,02:12:29,06:19:47
146,David Sieck,1335,M30-34,USA,00:48:50,03:13:07,02:03:41,06:19:51
93,Bryce Fischer,3004,M25-29,USA,00:45:58,03:03:46,02:16:55,06:19:51
170,Taner Kipfer,2813,M35-39,USA,00:46:19,03:04:44,02:08:08,06:19:53
8,Julieanne Lay,799,F55-59,USA,00:40:24,03:13:43,02:16:50,06:19:59
171,James Ortiz,2105,M35-39,USA,00:43:50,03:12:04,02:09:47,06:20:04
172,Jason Brooks,1507,M35-39,USA,00:40:26,02:58:15,02:31:27,06:20:07
-,Team The Selma Boys,4055,RELAY,USA,00:32:22,03:25:32,02:16:16,06:20:14
67,Mike Stepanek,2066,M55-59,USA,00:38:36,02:57:42,02:33:38,06:20:15
120,Eric Chaffin,977,M50-54,USA,00:40:58,03:06:30,02:17:19,06:20:20
122,Damien Fages,2475,M45-49,USA,00:38:35,03:10:48,02:16:55,06:20:25
123,John Palermo,1359,M45-49,USA,00:41:16,03:21:35,02:02:21,06:20:32
121,Dean Campbell,729,M50-54,USA,00:40:22,03:01:30,02:27:39,06:20:33
30,Karley Kendrick,1190,F25-29,USA,00:35:58,03:35:14,02:02:06,06:20:38
147,Jordan Stuart,2710,M30-34,USA,00:40:01,03:14:52,02:00:40,06:20:46
124,Richard Rivadeneira,1835,M45-49,USA,00:44:35,03:13:28,01:59:56,06:20:55
48,Heidi Evans,2578,F40-44,USA,00:46:33,03:13:05,02:11:51,06:20:57
145,Matthew Webb,193,M40-44,USA,00:40:35,03:10:09,02:18:43,06:20:59
31,Kelsey Pirzynski,2644,F25-29,USA,00:37:49,03:27:20,02:07:41,06:21:15
26,Lisa Wourms,631,F50-54,USA,00:39:16,03:09:17,02:20:23,06:21:16
27,Carla McKay,159,F50-54,USA,00:40:32,03:03:13,02:26:25,06:21:22
125,Justin Bandley,1662,M45-49,USA,00:48:48,03:05:14,02:15:45,06:21:23
126,Lawrence Lopez,608,M45-49,USA,00:34:31,03:00:47,02:38:37,06:21:23
146,Ryan Moats,1994,M40-44,USA,00:40:49,03:10:56,02:18:28,06:21:28
173,Logan Page,2545,M35-39,USA,00:41:29,03:01:33,02:19:24,06:21:34
94,Adam Johnston,1583,M25-29,USA,00:32:43,03:19:51,02:19:27,06:21:37
55,Brandi Dohmen,783,F30-34,USA,00:48:18,03:13:26,02:11:38,06:21:44
127,Robert Mann,1809,M45-49,USA,00:55:33,02:56:26,02:16:12,06:21:44
122,Fred Arnold,993,M50-54,USA,00:35:47,03:16:39,02:13:07,06:21:46
32,Emily Hoy,1528,F25-29,USA,00:49:08,03:19:44,02:00:05,06:21:52
128,Brandon Green,3020,M45-49,USA,00:38:21,03:14:49,02:15:12,06:21:53
9,Laurie Abrams,2410,F55-59,USA,00:30:30,03:15:44,02:25:31,06:21:54
7,Karl Barksdale,952,M65-69,USA,00:41:16,03:09:51,02:23:16,06:22:04
147,Bryce Wikfors,1968,M40-44,USA,00:41:14,03:17:25,02:05:11,06:22:04
148,Kyle Catani,460,M30-34,USA,00:26:37,03:34:17,02:10:52,06:22:08
123,George Smith,1554,M50-54,USA,00:45:13,03:04:49,02:21:15,06:22:11
56,Laura Chenier,2759,F30-34,USA,00:35:43,03:18:49,02:14:42,06:22:14
148,Jared Rigby,1975,M40-44,USA,00:38:43,03:23:15,02:02:32,06:22:17
49,Evan Gibbs,2753,M18-24,USA,00:43:41,03:27:50,01:56:20,06:22:22
28,Beth Siwek,825,F50-54,USA,00:40:13,03:17:54,02:14:36,06:22:27
124,Christian Cortes,727,M50-54,USA,00:44:11,03:09:44,02:09:12,06:22:28
174,Rylan Rozell,2511,M35-39,USA,00:47:22,03:02:17,02:20:02,06:22:28
175,Dana Meier,2116,M35-39,USA,00:37:56,03:08:45,02:23:25,06:22:31
50,Austin Hammatt,2414,M18-24,USA,00:46:07,03:14:03,02:10:38,06:22:43
125,Travis Millhollin,2784,M50-54,USA,00:39:33,03:15:21,02:16:16,06:22:43
49,Keri Blizzard,2354,F40-44,USA,00:40:49,03:11:22,02:20:32,06:22:44
149,Casey Wittwer,1299,M40-44,USA,00:36:38,03:08:59,02:20:16,06:22:47
10,Michele Hughes,539,F55-59,USA,00:44:54,03:08:26,02:17:02,06:22:53
150,Jeremy Williams,1410,M40-44,USA,00:39:33,03:02:22,02:26:49,06:23:05
8,Wade Hoiland,1933,M65-69,USA,00:38:58,03:14:26,02:17:55,06:23:08
129,Mert Topcu,2183,M45-49,USA,00:36:45,03:27:11,02:05:14,06:23:09
57,Ashley Armstrong,2003,F30-34,USA,00:44:08,03:11:40,02:13:29,06:23:23
50,Mandi Jones,1609,F40-44,USA,00:34:59,03:21:42,02:16:19,06:23:24
24,Daniel Smith,1753,M60-64,USA,00:33:21,03:02:58,02:36:06,06:23:26
51,Lynette Noble,1368,F40-44,USA,00:46:43,03:17:20,02:08:31,06:23:28
130,Eric Eliason,2521,M45-49,USA,00:43:15,03:11:45,02:12:04,06:23:29
29,Michelle Dinsdale,2489,F50-54,USA,00:53:25,03:05:52,02:07:36,06:23:30
131,Al Flint,2695,M45-49,USA,00:37:11,03:04:33,02:27:58,06:23:30
53,Mirna Pokas,593,F35-39,HRV,00:48:38,03:11:10,02:14:10,06:23:33
52,Karen Rice,710,F40-44,USA,00:47:09,03:17:17,02:07:55,06:23:37
58,Jennifer Lien,2281,F30-34,USA,00:46:06,03:12:03,02:08:53,06:23:39
68,Craig Mills,1004,M55-59,USA,00:37:41,02:59:30,02:30:19,06:23:42
176,Joel Hartwell,1116,M35-39,USA,00:39:15,03:19:42,02:10:54,06:23:42
177,Brady Rein,3061,M35-39,USA,00:40:31,02:54:18,02:39:21,06:23:56
37,Vanessa Cort?s Colis,1617,F45-49,MEX,00:44:23,03:10:18,02:19:20,06:24:01
30,Leishia Woolwine,481,F50-54,USA,00:30:46,03:02:09,02:37:53,06:24:02
126,Peter Lafleur,948,M50-54,USA,00:41:26,03:05:48,02:24:46,06:24:08
178,Travis Daddato,1779,M35-39,USA,00:43:14,03:10:42,02:15:30,06:24:08
132,Yannick Gerard,2476,M45-49,USA,00:41:00,03:08:52,02:21:29,06:24:13
53,Kristen Hansen,2361,F40-44,USA,00:41:26,03:19:42,02:06:05,06:24:19
133,Mark Gallagher,1591,M45-49,IRL,00:46:29,03:10:41,02:08:25,06:24:24
151,Scott Baldwin,2101,M40-44,USA,00:32:59,03:06:15,02:30:48,06:24:26
38,Libby Dykes,158,F45-49,CRI,00:42:36,03:12:50,02:18:19,06:24:31
31,Cindy Cook,2944,F50-54,USA,00:43:33,03:13:05,02:12:37,06:24:35
134,Liam Klatt,2239,M45-49,USA,00:48:59,03:03:16,02:16:54,06:24:38
152,Kirk Walton,174,M40-44,USA,00:37:18,03:02:40,02:29:53,06:24:42
32,Christine Bell,2233,F50-54,USA,00:37:08,03:10:52,02:25:13,06:24:46
59,Julia Lehnbeuter,665,F30-34,USA,00:45:46,03:12:37,02:14:30,06:24:51
127,Rob Rawnsley,2541,M50-54,USA,00:36:09,03:15:20,02:20:18,06:24:56
54,Charolette Chlometes,2067,F40-44,USA,00:46:19,03:12:28,02:09:59,06:24:58
33,Suretha De Kock,1869,F50-54,ZAF,00:46:59,03:14:55,02:11:47,06:24:58
149,Bryce Dabbs,1819,M30-34,USA,00:37:09,03:24:01,02:01:10,06:25:07
150,Gregory Hooker,2827,M30-34,USA,00:39:12,03:13:05,02:17:46,06:25:09
153,Josh Dyck,1888,M40-44,USA,00:38:27,02:58:31,02:36:21,06:25:11
154,Spencer Stott,2627,M40-44,USA,00:44:24,03:18:57,02:02:56,06:25:15
60,Stephanie Hironaka,782,F30-34,USA,00:39:38,03:27:11,02:06:46,06:25:21
155,Russell Burke,575,M40-44,USA,00:32:00,04:01:47,01:37:01,06:25:25
39,Tara Snow,1733,F45-49,USA,00:42:19,03:01:02,02:29:11,06:25:29
128,Andrew Rosenman,620,M50-54,USA,00:40:47,03:14:37,02:13:29,06:25:30
135,Kris Steele,1049,M45-49,USA,00:36:30,03:01:56,02:30:34,06:25:35
61,Elizabeth Davis,485,F30-34,USA,00:35:59,03:12:37,02:28:03,06:25:36
179,Jon Bunten,1811,M35-39,USA,00:48:55,03:07:34,02:12:53,06:25:46
6,Cory Hamblin,2421,F18-24,USA,00:36:31,03:26:46,02:07:06,06:25:51
180,Jason Wieser,914,M35-39,USA,00:35:24,03:01:04,02:35:27,06:25:53
156,Brett Strauss,1524,M40-44,USA,00:32:30,03:11:37,02:27:57,06:25:58
151,Adam Blish,2623,M30-34,USA,00:42:37,02:55:17,02:17:28,06:25:59
181,Travis Cole,1962,M35-39,USA,00:39:16,03:16:15,02:19:40,06:26:04
129,Bill Rieske,1220,M50-54,USA,00:38:17,03:05:37,02:29:06,06:26:08
69,David Asmus,1826,M55-59,USA,00:38:42,03:07:11,02:27:15,06:26:13
136,Jacob Mills,2931,M45-49,USA,00:47:56,03:05:25,02:20:00,06:26:15
33,Alexandra Doller,2225,F25-29,USA,00:38:48,03:11:26,02:23:46,06:26:15
182,Jeffrey George,1508,M35-39,USA,00:43:19,03:05:52,02:21:40,06:26:17
40,Elaine Crossman,655,F45-49,USA,00:42:55,03:24:05,02:08:50,06:26:17
152,Ryan Blivas,1567,M30-34,USA,00:34:35,03:16:19,02:16:51,06:26:20
157,Corey Rohr,1198,M40-44,USA,00:39:34,03:14:52,02:16:27,06:26:21
130,Greg Miller,1870,M50-54,USA,00:42:39,03:06:07,02:23:13,06:26:24
41,Brittany Dell,1759,F45-49,USA,00:38:37,03:13:02,02:24:27,06:26:32
42,Colleen Udovich,619,F45-49,USA,00:40:20,03:17:19,02:14:35,06:26:33
55,Nichole Davenport,2069,F40-44,USA,00:49:13,03:13:29,02:13:26,06:26:39
95,Alexander Jalbuena,2569,M25-29,USA,00:43:16,03:25:11,02:03:08,06:26:40
54,Rachel Ayala,1672,F35-39,USA,00:41:16,03:21:22,02:07:14,06:26:40
153,Cody Huff,1218,M30-34,USA,00:36:53,02:57:54,02:38:44,06:26:43
56,Kimberly Brunisholz,1120,F40-44,CAN,00:41:27,03:12:15,02:21:33,06:26:50
62,Ashley Carter,1489,F30-34,USA,00:45:59,03:09:37,02:15:20,06:26:55
57,Jennifer Pearson,1123,F40-44,USA,00:30:15,03:17:58,02:29:03,06:27:06
137,Kristofr Morgan,2537,M45-49,USA,00:34:13,03:22:31,02:15:42,06:27:08
154,Michael Hunter,2423,M30-34,USA,00:46:14,03:05:10,02:23:57,06:27:12
96,Timothy Geraghty,1986,M25-29,USA,00:46:59,03:17:52,02:03:02,06:27:23
155,Cory Cameron,2611,M30-34,USA,00:40:38,03:04:42,02:27:08,06:27:24
70,Terry Rousset,1783,M55-59,USA,00:38:42,03:07:49,02:32:43,06:27:29
183,Chase Anderson,1195,M35-39,USA,00:39:52,03:15:44,02:20:44,06:27:30
25,Guy Sigley,1534,M60-64,USA,00:37:11,03:07:29,02:31:45,06:27:32
71,Rich Kiser,713,M55-59,USA,00:37:42,03:09:12,02:25:23,06:27:36
55,Erin Keane,2262,F35-39,USA,00:36:13,03:21:42,02:15:10,06:27:49
138,Robert Hoesch,1110,M45-49,USA,00:45:53,03:11:38,02:12:22,06:27:49
131,Craig De Kock,755,M50-54,USA,00:41:45,03:08:01,02:24:10,06:27:59
139,Eric Uriarte,238,M45-49,USA,00:53:50,03:09:12,02:13:10,06:28:00
158,Kyle Finley,2318,M40-44,USA,00:38:49,03:13:06,02:18:18,06:28:01
97,Brandon Glimsdahl,2666,M25-29,USA,00:41:00,02:54:20,02:44:33,06:28:08
140,Trevor Harnett,2203,M45-49,USA,00:43:35,03:04:28,02:28:01,06:28:20
184,Sal Crifasi,1731,M35-39,USA,00:39:41,03:13:58,02:23:44,06:28:22
156,Jim O'Malley,232,M30-34,USA,00:45:31,03:10:54,02:18:04,06:28:24
7,Samantha Eliason,2520,F18-24,USA,00:37:35,03:23:28,02:11:16,06:28:26
159,Christopher Bush,2188,M40-44,USA,00:42:15,03:08:24,02:17:24,06:28:29
132,Christian Baecker,841,M50-54,DEU,00:56:26,02:58:29,02:17:17,06:28:39
-,Team Liquid Carbs,4020,RELAY,USA,00:33:01,02:52:27,02:57:46,06:28:52
160,Christopher Lloyd,2683,M40-44,USA,00:41:46,03:02:43,02:25:50,06:28:55
98,Tyler Henry,1951,M25-29,USA,00:34:46,03:12:51,02:27:57,06:28:56
157,Michael Jeanmaire,1487,M30-34,USA,00:47:52,02:59:10,02:27:14,06:28:57
161,Ryan Smart,2786,M40-44,USA,00:39:59,03:16:01,02:14:21,06:28:59
185,Nathan Tesch,2487,M35-39,USA,01:09:00,02:59:05,02:04:18,06:29:00
11,Linda Johnson,1075,F55-59,USA,00:37:19,03:23:00,02:18:46,06:29:03
186,Tyree Holdridge,1847,M35-39,USA,00:36:59,03:16:44,02:23:40,06:29:09
158,Landon Lane,1574,M30-34,USA,00:34:20,03:22:51,02:19:12,06:29:14
159,Richard Noe,2087,M30-34,USA,00:44:58,03:13:46,02:17:45,06:29:15
99,Eric Frazier,2495,M25-29,USA,00:31:59,02:47:25,02:56:39,06:29:20
187,Philip Baker,1670,M35-39,USA,00:36:09,02:58:37,02:40:12,06:29:29
1,Jeri Howland,1961,F65-69,USA,00:36:07,03:23:21,02:16:33,06:29:29
162,Brandon Clausen,2452,M40-44,USA,00:35:36,03:10:13,02:28:38,06:29:34
188,Chris Davis,2025,M35-39,USA,00:43:12,03:02:46,02:32:54,06:29:35
58,Scott Clausen,2453,F40-44,USA,00:44:44,03:01:29,02:28:38,06:29:36
100,Jamie Rath,2542,M25-29,IRL,00:44:13,03:09:59,02:24:21,06:29:36
43,Christina Kenon,1362,F45-49,USA,00:53:30,03:10:55,02:14:50,06:29:45
141,Jason Schatz,1547,M45-49,USA,00:38:03,03:10:13,02:27:04,06:29:55
163,John Meng,1023,M40-44,USA,00:39:43,03:10:38,02:29:26,06:30:03
6,Holly Wick,357,F60-64,USA,00:42:50,03:11:27,02:25:31,06:30:06
142,Darin Eckton,2193,M45-49,USA,00:43:57,03:07:43,02:25:43,06:30:09
34,Gracen Grundfest,1581,F25-29,USA,00:39:32,03:16:22,02:22:12,06:30:15
8,Ellie Walsh,2992,F18-24,USA,00:35:42,03:18:30,02:26:47,06:30:15
101,Javier Garcia,1764,M25-29,USA,00:45:30,03:12:16,02:19:40,06:30:20
189,Benjamin Head,1523,M35-39,USA,00:34:36,03:03:59,02:37:31,06:30:20
102,Anthony Duarte,1763,M25-29,USA,00:53:30,03:01:18,02:21:59,06:30:23
35,Colleen Takahashi,1147,F25-29,USA,00:34:14,03:15:11,02:31:20,06:30:24
56,Christine Broshar,821,F35-39,USA,00:28:49,03:14:27,02:38:48,06:30:25
143,Thomas Orrock,809,M45-49,USA,00:33:27,03:06:46,02:36:37,06:30:34
164,Nik Lance,1841,M40-44,USA,00:43:06,03:17:58,02:17:12,06:30:36
190,Kent Candrian,1985,M35-39,USA,00:50:44,02:53:08,02:34:15,06:30:36
160,Jordan Cohen,1315,M30-34,USA,00:34:47,02:42:44,03:01:15,06:30:36
72,Todd Borchers,2096,M55-59,USA,00:41:41,03:10:32,02:23:47,06:30:40
26,Mark Fujii,726,M60-64,USA,00:38:20,02:57:00,02:41:19,06:30:53
144,Paul Holstien,2937,M45-49,USA,00:45:47,03:11:12,02:19:52,06:30:58
191,Adam Hornbacher,2806,M35-39,USA,00:42:20,03:11:21,02:19:00,06:30:59
165,Brady Jones,1942,M40-44,USA,00:44:02,02:51:36,02:33:23,06:30:59
192,Chris Ahl,2405,M35-39,USA,00:41:33,03:17:02,02:19:09,06:31:08
9,Ainsley Hobart,1802,F18-24,USA,00:29:35,03:09:08,02:41:34,06:31:09
44,Holly Avery,2787,F45-49,USA,00:45:36,03:14:35,02:14:23,06:31:11
133,Kevin La Ra,136,M50-54,USA,00:42:56,03:04:37,02:30:11,06:31:12
27,Kevin Mortensen,1126,M60-64,USA,00:33:18,02:56:13,02:47:14,06:31:12
193,David Culver,1749,M35-39,AUS,00:37:55,03:02:17,02:38:45,06:31:13
145,Raymond Gamboa,981,M45-49,USA,00:46:15,03:10:49,02:20:50,06:31:16
73,Tim Harris,2215,M55-59,USA,00:42:34,03:08:25,02:26:02,06:31:21
34,Stephenie Winter,2379,F50-54,USA,00:40:14,03:17:03,02:23:36,06:31:25
134,Mitchell Todd,1092,M50-54,USA,00:37:05,03:02:42,02:36:36,06:31:25
166,Bogdan Hirciag,1675,M40-44,ROU,00:36:12,03:07:45,02:35:50,06:31:30
59,Julie Marschner,584,F40-44,USA,00:34:01,03:14:09,02:33:00,06:31:31
194,Jason Rubenstein,2685,M35-39,USA,00:38:37,03:28:29,02:06:01,06:31:41
63,Julie Swearingen,2030,F30-34,USA,00:38:04,03:30:35,02:12:15,06:31:41
9,Raymond Kelly,574,M65-69,USA,00:37:27,03:16:46,02:24:14,06:31:43
161,Matt Tranter,2943,M30-34,USA,00:40:33,03:12:20,02:27:05,06:31:50
103,Michael Plisco,3039,M25-29,USA,00:51:03,03:29:02,01:54:17,06:31:58
51,Luke Stout,2168,M18-24,USA,00:36:43,03:20:53,02:17:49,06:32:12
195,Artur Gamirov,3045,M35-39,USA,00:50:49,03:27:54,01:55:16,06:32:23
74,Eric Chin,1555,M55-59,USA,00:38:40,03:02:00,02:40:22,06:32:28
162,Victor Cruz,1795,M30-34,DOM,00:36:21,03:09:25,02:39:09,06:32:31
75,Michael Levenson,2023,M55-59,USA,00:35:53,03:08:15,02:37:24,06:32:41
104,Daniel New,240,M25-29,USA,00:37:11,03:28:00,02:10:57,06:32:47
146,Mark Davis,2337,M45-49,USA,00:43:59,03:08:09,02:14:10,06:32:54
-,Team Tsunami Gringos,4059,RELAY,USA,00:32:25,03:30:28,02:24:07,06:32:55
167,Richard Akulich,2624,M40-44,USA,00:36:22,03:00:54,02:41:27,06:32:57
168,Emmanuel Cornet,1867,M40-44,USA,00:43:16,03:19:25,02:20:10,06:32:58
135,Matthew Orr,2772,M50-54,USA,00:39:14,03:11:23,02:27:49,06:33:00
10,Megan McNairn,3006,F18-24,USA,00:38:45,03:14:42,02:26:22,06:33:00
196,Kris Peters,2070,M35-39,USA,00:54:09,03:14:09,02:08:24,06:33:00
197,Chris Booze,929,M35-39,USA,00:49:03,03:10:16,02:18:47,06:33:10
147,Billy Fowler,455,M45-49,USA,00:37:58,03:02:48,02:43:12,06:33:17
148,Gregory Stone,2543,M45-49,USA,00:47:49,03:14:45,02:12:06,06:33:18
169,Jeremy Aston,2401,M40-44,USA,00:40:36,03:12:41,02:24:37,06:33:18
136,Russell Bearrows,1180,M50-54,USA,00:45:25,03:01:29,02:33:45,06:33:21
57,Jessica Zylstra,153,F35-39,USA,00:41:03,03:07:36,02:32:20,06:33:25
45,Gaelle Fages,2478,F45-49,USA,00:42:26,03:32:33,02:06:52,06:33:29
105,Daniel Blanc-Gonnet,2029,M25-29,USA,00:50:09,03:17:35,02:14:04,06:33:32
28,Michael Wares,1864,M60-64,USA,00:36:22,03:04:03,02:42:17,06:33:48
137,Mike Seddon,1683,M50-54,USA,00:38:49,03:08:38,02:28:30,06:33:55
149,Wade Alleman,2617,M45-49,USA,00:41:42,03:22:46,02:13:16,06:33:58
170,Tyler Deskins,1752,M40-44,USA,00:40:32,03:11:54,02:29:08,06:34:04
58,Kerstin Hagberg,1423,F35-39,USA,00:38:08,03:31:02,02:10:46,06:34:06
138,Gregory Williams,1578,M50-54,USA,00:42:15,03:09:18,02:30:51,06:34:09
52,Zachary Hubert,1735,M18-24,USA,00:48:10,03:16:55,02:15:44,06:34:11
35,Jennifer Giancola,1978,F50-54,USA,00:39:54,03:19:31,02:18:14,06:34:12
171,Spencer Crandall,2157,M40-44,USA,00:40:02,03:27:05,02:13:50,06:34:14
198,Nicholas Bahr,3102,M35-39,USA,00:39:37,03:11:52,02:29:03,06:34:14
163,Reed Coston,2999,M30-34,USA,00:49:10,03:10:54,02:18:51,06:34:16
150,David Webb,810,M45-49,USA,00:38:51,03:12:34,02:28:45,06:34:17
46,Tracy O?farrell,2177,F45-49,USA,00:38:18,02:57:32,02:49:50,06:34:28
139,Paul Bragg,1838,M50-54,USA,00:39:37,03:05:28,02:35:41,06:34:29
199,Mark Schlofman,2977,M35-39,USA,00:41:22,03:12:37,02:27:28,06:34:31
140,Kit Allowitz,2266,M50-54,USA,00:37:31,03:01:21,02:38:39,06:34:34
60,Ally Benoit,2345,F40-44,USA,00:40:13,03:09:58,02:28:28,06:34:48
200,Blake Watson,2080,M35-39,USA,00:49:37,03:06:34,02:26:06,06:34:52
201,Jacob Brewer,2525,M35-39,USA,00:45:23,03:02:23,02:25:02,06:34:55
172,Scott Sabey,3085,M40-44,USA,00:39:28,03:01:55,02:33:18,06:35:09
12,Julie Jenkins,1614,F55-59,USA,00:36:59,03:16:17,02:27:41,06:35:13
151,Matthew Wilson,1467,M45-49,USA,00:38:45,03:13:53,02:28:27,06:35:13
173,Chris Teague,819,M40-44,USA,00:42:31,03:01:51,02:36:56,06:35:13
106,Brendan Kuhlman,1136,M25-29,USA,00:31:45,03:00:30,02:52:43,06:35:21
61,Karen Anderson,959,F40-44,USA,00:42:57,03:25:41,02:12:41,06:35:27
