Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time
77,Alex Mowery,2731,M18-24,USA,00:46:34,03:40:30,02:44:10,07:27:26
115,Randall Cooper,1706,M55-59,USA,00:36:04,03:18:44,03:14:43,07:27:28
209,Steve May,2573,M30-34,USA,00:44:19,03:37:48,02:44:29,07:27:35
210,John Peterson,2033,M30-34,USA,00:45:43,03:30:44,02:58:37,07:27:47
261,Cory Huffman,2424,M35-39,USA,00:43:02,03:31:26,02:50:12,07:28:07
62,Karla Araneda,3042,F50-54,USA,00:48:28,03:40:09,02:42:03,07:28:08
63,Kari Wright,1340,F50-54,USA,01:08:10,03:37:34,02:30:35,07:28:54
78,Jeffrey Broadbent,2419,M18-24,USA,00:38:12,04:15:56,02:23:46,07:28:54
141,Levi Rotherham,2567,M25-29,USA,00:41:04,04:04:00,02:26:26,07:29:05
85,Cheryl Schmitt,1448,F45-49,USA,00:45:22,03:35:57,02:49:59,07:29:11
211,Yogesh Vasudeva Nayak,2392,M30-34,IND,00:52:22,03:44:29,02:32:36,07:29:31
262,Ryan Stover,1959,M35-39,USA,00:45:50,03:33:21,02:50:33,07:29:55
64,Julia Matthews,2441,F50-54,USA,00:42:59,03:37:35,02:49:04,07:30:01
35,Lori Cook,2508,F55-59,USA,00:38:06,03:32:48,02:58:52,07:30:03
65,Meaghan Johnson,2440,F50-54,USA,00:43:36,03:36:47,02:49:06,07:30:05
94,Heather Donigan,2169,F40-44,USA,01:04:51,03:32:31,02:31:23,07:30:12
212,Benjamin McIntyre-coble,3029,M30-34,USA,00:40:17,03:37:36,02:59:20,07:30:13
44,Blanc Gonnet,2028,M60-64,USA,00:57:46,03:36:10,02:43:33,07:30:28
86,Kelly McClernon,1036,F45-49,USA,00:50:40,03:39:05,02:44:27,07:30:43
82,Erica Roberts,3072,F30-34,USA,00:40:57,03:27:48,02:59:42,07:30:47
142,Mason Fisher,2347,M25-29,USA,00:44:57,03:38:50,02:47:44,07:30:47
143,Joshua Deibert,1472,M25-29,USA,00:36:17,03:36:36,03:04:26,07:31:24
116,John Donohue,2373,M55-59,USA,00:44:39,03:45:15,02:43:24,07:31:31
95,Cecily Hunt,2577,F40-44,USA,00:44:02,03:35:01,02:50:04,07:31:37
66,Tammy Chavet,1893,F50-54,USA,00:42:11,03:31:52,03:05:57,07:31:39
4,Karen Weatherby,1042,F65-69,USA,00:43:20,03:39:40,02:59:01,07:31:53
67,April Steck,1250,F50-54,USA,00:47:22,03:32:15,02:54:17,07:32:17
231,Ryan Olsen,1741,M40-44,USA,00:43:48,03:33:46,02:56:35,07:32:20
208,Leonardo Coronado II,2065,M45-49,USA,00:40:56,03:35:55,03:01:32,07:32:26
79,Dylan Hull,2909,M18-24,USA,00:40:46,03:46:23,02:49:17,07:32:33
232,Donny Magnuson,1457,M40-44,USA,00:37:36,03:22:32,03:19:32,07:32:34
195,David Gardner,2566,M50-54,USA,00:43:07,03:34:36,02:51:54,07:32:36
209,Ryan Clerico,1216,M45-49,USA,00:44:32,03:47:38,02:48:13,07:32:37
144,Josh Colton,2903,M25-29,USA,00:45:19,03:36:27,02:49:10,07:32:42
263,Frank Schwarzenau,3011,M35-39,USA,00:46:21,03:28:22,02:56:58,07:32:45
196,Wade Anderson,2976,M50-54,USA,00:46:11,03:17:29,03:13:52,07:32:47
96,Angelica Diaz,1850,F40-44,USA,00:58:16,03:28:33,02:40:34,07:33:02
79,Angela Millet,1214,F35-39,USA,00:46:22,03:41:26,02:54:26,07:33:02
68,Deille Wagner,1165,F50-54,USA,00:42:12,03:42:03,02:47:47,07:33:07
97,Catrina Wakefield,1337,F40-44,USA,00:50:02,03:32:38,02:53:15,07:33:17
98,Linnea Utecht,2098,F40-44,USA,00:39:45,03:43:19,02:53:44,07:33:27
213,Devin Needs,228,M30-34,USA,00:47:43,03:25:15,03:02:50,07:33:38
99,Heidi Monson,1716,F40-44,USA,00:46:22,03:44:41,02:47:56,07:33:43
80,Christina Byard,2402,F35-39,USA,00:45:54,03:49:14,02:45:58,07:33:50
69,Kathy Johnson,2962,F50-54,USA,00:42:33,03:42:32,02:45:14,07:33:53
233,David White,2045,M40-44,USA,00:41:33,03:35:28,02:46:10,07:33:58
5,Ruth Arnush,1078,F65-69,USA,00:44:49,03:30:51,03:01:09,07:34:05
83,Lauren Visoria,2938,F30-34,USA,00:55:20,03:45:48,02:37:23,07:34:31
145,Tyler Vandrimmelen,2767,M25-29,USA,00:38:27,03:38:48,03:01:24,07:34:32
100,Stacia Reagan,2341,F40-44,USA,00:43:18,03:52:50,02:46:00,07:34:43
6,Diane Anderson,579,F65-69,USA,00:40:13,03:40:01,02:59:55,07:35:09
36,Jill Wilson,1217,F55-59,USA,00:48:32,03:58:17,02:23:42,07:35:35
197,James Stout,2167,M50-54,USA,00:45:12,03:26:24,03:02:36,07:35:36
264,Rob Evans,1129,M35-39,USA,00:50:22,03:36:53,02:50:41,07:35:36
101,Tracey Hayes,2179,F40-44,USA,00:49:36,03:53:14,02:33:43,07:35:40
117,Phillip Goold,2260,M55-59,USA,00:46:09,03:19:55,03:07:32,07:36:07
234,Shriram Santhanam,2665,M40-44,USA,00:44:46,03:53:54,02:39:52,07:36:11
118,Brian Valparaiso,1928,M55-59,USA,00:49:45,03:31:10,02:56:21,07:36:11
198,Jeff James,2232,M50-54,USA,00:36:07,03:39:58,02:58:32,07:36:18
70,Tanya Parmley,2889,F50-54,USA,00:54:11,03:45:14,02:39:22,07:36:25
87,Renee Priebe,2809,F45-49,USA,00:48:25,03:44:27,02:46:47,07:36:44
37,Kirsten Cherry,2817,F55-59,USA,00:42:14,03:42:07,02:57:45,07:37:03
235,Nathaniel Rather,1209,M40-44,USA,00:45:21,03:20:36,03:15:12,07:37:05
214,Michael Hendershot,2176,M30-34,USA,00:54:47,04:04:37,02:23:39,07:37:11
210,Thomas Nguyen,1758,M45-49,USA,00:47:51,03:40:30,02:46:11,07:37:17
211,Michael Hernandez,1740,M45-49,USA,00:45:27,03:39:43,02:45:51,07:37:18
212,Matt Nelson,2933,M45-49,USA,00:49:03,03:43:36,02:43:20,07:37:24
265,Erick Smith,2538,M35-39,USA,00:54:13,03:42:08,02:30:57,07:37:34
119,Robert Ojeda,1358,M55-59,USA,00:45:17,03:46:51,02:50:09,07:37:36
213,Adam Sharp,2834,M45-49,USA,00:40:23,03:05:32,03:35:41,07:37:39
214,Pradeep Devavarapu,1998,M45-49,USA,00:48:55,03:50:06,02:37:30,07:37:47
38,Karen Miller,2963,F55-59,USA,00:45:36,03:38:27,02:41:14,07:37:55
215,Eduardo Marquez,2654,M30-34,MEX,00:39:20,04:04:10,02:34:51,07:38:04
7,Diane Cridennda,866,F65-69,USA,00:41:22,03:47:16,02:53:58,07:38:13
199,Jed Call,2626,M50-54,USA,00:52:46,03:14:25,03:05:51,07:38:20
19,Janelle Smith,2417,F18-24,USA,00:42:33,04:08:03,02:30:45,07:38:28
81,Leigh Skurupey,2394,F35-39,USA,00:56:58,03:31:05,02:45:25,07:38:37
120,Chris Stenger,1397,M55-59,USA,00:40:03,03:36:43,03:07:58,07:38:52
200,Kenneth Kaufman,2457,M50-54,USA,00:37:07,03:38:42,03:06:23,07:38:52
146,Samuel Goold,1491,M25-29,USA,00:58:27,03:37:13,02:42:07,07:38:53
88,Angel Lange,1243,F45-49,USA,00:46:52,03:25:03,03:09:59,07:38:56
45,Eugene Yates,1856,M60-64,USA,00:45:37,03:31:01,02:59:43,07:39:04
89,Courtney Meyet,2438,F45-49,USA,00:53:54,03:23:01,02:58:31,07:39:12
121,Perry Larson,2097,M55-59,USA,00:38:30,03:15:45,03:19:07,07:39:13
39,Kathy Long,1275,F55-59,USA,00:45:02,03:49:01,02:43:51,07:39:22
216,David Russell,1652,M30-34,USA,00:56:40,03:42:32,02:44:51,07:39:32
90,Dawn Muhlestein,1211,F45-49,USA,00:42:18,03:22:30,03:18:30,07:39:49
46,Craig Andrews,1281,M60-64,USA,00:39:29,03:09:42,03:35:35,07:40:03
122,John Hayward,1197,M55-59,USA,00:39:17,03:22:58,03:22:47,07:40:10
266,Vincent Bauerlein,2702,M35-39,USA,00:40:09,03:50:09,02:42:43,07:40:18
236,Osvaldo Velez,2606,M40-44,USA,00:58:23,03:23:34,03:04:29,07:40:38
267,Andrew Crandall,2163,M35-39,USA,00:48:29,03:51:59,02:42:12,07:40:45
268,Joseph Benjamin,2532,M35-39,USA,00:41:00,03:50:32,02:53:41,07:40:46
215,W Wells,1342,M45-49,USA,00:54:36,03:38:03,02:51:52,07:40:48
40,Anita Heaney,1529,F55-59,USA,00:46:45,03:47:54,02:50:32,07:40:55
216,Donald Ennis,2896,M45-49,USA,00:44:49,03:41:55,02:50:22,07:41:19
82,Morgan Olson,1600,F35-39,USA,00:41:56,03:48:29,02:42:44,07:41:20
217,Curt Davidson,1150,M45-49,USA,00:43:11,03:27:00,03:16:26,07:41:21
41,Sue Strause,2825,F55-59,USA,00:40:32,03:48:15,02:54:20,07:41:21
102,Whitney Shafer,1599,F40-44,USA,00:38:48,03:48:35,02:42:47,07:41:28
269,Vaughn Mims,2303,M35-39,USA,00:58:13,03:25:33,02:52:28,07:41:31
71,Laura Jeffers,1630,F50-54,USA,00:49:09,03:48:52,02:46:02,07:41:31
103,Renee Ford,2338,F40-44,USA,00:34:38,04:06:44,02:48:43,07:41:31
123,Greg Anderson,1131,M55-59,USA,00:51:56,03:45:47,02:51:34,07:41:38
218,James Adamson,1966,M45-49,USA,00:50:30,03:36:29,02:57:25,07:41:38
219,Brian Allado,2465,M45-49,USA,00:50:13,03:28:42,03:02:21,07:41:43
47,Jim Phillips,1236,M60-64,USA,00:40:07,03:25:39,03:14:56,07:41:49
19,J. Wilkes,1663,M65-69,USA,00:39:18,03:42:10,03:03:41,07:42:34
270,David Wilkes,1664,M35-39,USA,00:39:13,03:42:13,03:03:35,07:42:36
48,Keith Merkley,2312,M60-64,USA,00:50:45,03:38:12,02:47:41,07:42:40
72,Gerilynn McNicholas,2449,F50-54,USA,00:52:10,03:54:59,02:41:57,07:42:42
217,Pablo Escobar,2878,M30-34,USA,00:39:23,03:39:29,03:02:58,07:42:44
104,Denise Sanchez,1901,F40-44,USA,00:54:29,03:58:34,02:31:38,07:42:45
91,Jessica Farnham,152,F45-49,USA,00:39:52,03:44:33,03:00:22,07:42:52
73,Ashley Fernandez,2250,F50-54,USA,00:41:27,03:37:48,03:04:57,07:43:09
124,Carlos Cordoba,1079,M55-59,USA,00:43:48,03:44:14,02:53:40,07:43:15
74,Kerry Reinagel,1650,F50-54,USA,00:47:02,04:10:42,02:24:12,07:43:19
125,Gary Wilmot,2594,M55-59,USA,00:49:49,03:59:22,02:38:13,07:43:20
92,Laura Lunt,1778,F45-49,USA,01:00:20,04:00:28,02:28:09,07:43:32
42,Lisa Marrone,2707,F55-59,USA,00:38:36,03:48:12,02:57:59,07:43:44
220,Rodrigo Alvarez,2576,M45-49,MEX,00:52:24,03:54:43,02:42:04,07:43:44
43,Shelley Laflin,1317,F55-59,USA,00:43:37,03:38:38,03:03:28,07:43:57
84,Ivy Seibt,2636,F30-34,USA,00:44:01,04:10:38,02:32:37,07:43:58
271,Josh Maggard,2858,M35-39,USA,00:46:55,03:38:37,02:55:10,07:44:06
75,Anne Kobayashi,1319,F50-54,USA,01:01:34,03:25:58,02:56:08,07:44:20
105,Dana Rethmeier,1474,F40-44,USA,00:59:29,03:35:51,02:50:10,07:44:21
-,Team Kicking Ass Babes!,4019,RELAY,USA,00:46:06,04:10:10,02:41:25,07:44:22
201,Erick Castaneda,2874,M50-54,USA,01:08:18,03:37:22,02:35:54,07:44:22
202,Paul Melde,2926,M50-54,USA,00:44:00,03:46:01,02:59:29,07:44:25
126,Paul Peterson,1248,M55-59,USA,00:53:02,03:16:24,03:17:56,07:44:27
44,Tracy Balthazor,2121,F55-59,USA,00:39:07,04:17:32,02:29:42,07:44:30
221,Chad Empey,1471,M45-49,USA,00:47:16,03:35:49,02:50:08,07:44:30
85,Julie Woolf,1372,F30-34,USA,00:42:21,03:55:40,02:51:13,07:44:38
127,Ramis Mahmoud,2011,M55-59,USA,00:39:02,03:38:52,03:02:27,07:44:46
128,Craig Bedsole,1900,M55-59,USA,00:37:09,03:22:47,03:22:26,07:44:52
49,Brian Lewis,1550,M60-64,USA,00:36:49,03:27:35,03:21:25,07:45:06
93,Xiaolu Lin,1587,F45-49,USA,00:48:06,03:50:11,02:35:43,07:45:08
222,Robert Rose,1278,M45-49,USA,00:45:50,03:52:24,02:49:40,07:45:16
218,Tom Brewer,2524,M30-34,USA,00:54:14,03:41:18,02:53:55,07:45:21
147,Roberto Lepe,2799,M25-29,USA,00:34:28,03:40:28,03:18:43,07:45:32
94,Denyse Fecteau,2307,F45-49,USA,00:55:05,03:54:01,02:41:55,07:45:50
203,Matthew Harrison,1203,M50-54,USA,00:40:04,04:04:47,02:48:28,07:45:59
219,Kyle Hancock,2290,M30-34,USA,00:39:14,03:52:35,02:52:51,07:46:07
-,Team Elyvated,4010,RELAY,USA,00:50:39,03:33:42,03:15:06,07:46:12
-,Team Tc21,4041,RELAY,USA,00:37:15,03:45:55,03:11:25,07:46:21
20,Ken Miller,1644,M65-69,USA,00:43:09,03:53:14,02:50:14,07:46:25
83,Molly Hawker,2991,F35-39,USA,00:38:03,03:44:56,03:03:53,07:46:28
50,Kevin Dow,2319,M60-64,USA,00:45:34,03:49:56,02:41:58,07:46:32
272,Matthew Hafen,1501,M35-39,USA,00:51:03,03:45:41,02:50:49,07:46:52
223,James Fugitt,223,M45-49,USA,00:54:34,04:05:51,02:26:40,07:47:17
51,Paul Havick,1277,M60-64,USA,00:35:51,03:42:59,03:07:30,07:47:18
204,Lee Madrid,1770,M50-54,USA,00:43:29,03:42:02,03:06:13,07:47:24
106,Carla Olivas,1034,F40-44,MEX,00:58:33,03:34:06,03:01:31,07:47:27
224,Jeffrey Aguilar,1035,M45-49,USA,00:43:47,03:36:51,03:11:21,07:47:32
84,Sheena Nichols,2859,F35-39,USA,00:45:45,03:39:06,02:52:01,07:47:33
225,Fernando Cantillo,2129,M45-49,MEX,00:43:11,03:31:41,02:59:48,07:47:58
107,Tari Harding,2837,F40-44,USA,00:40:20,03:42:43,03:10:57,07:48:22
95,Kristie Peters,1744,F45-49,USA,00:49:52,03:53:30,02:50:51,07:48:28
52,Ron Astle,1576,M60-64,USA,00:59:37,03:43:42,02:45:41,07:48:38
53,Danny Arnold,2185,M60-64,USA,00:45:25,03:55:01,02:39:20,07:48:41
237,David Phillips,2214,M40-44,USA,00:52:11,03:37:27,02:58:31,07:48:47
226,Nathan McLain,1937,M45-49,USA,00:38:53,03:31:50,03:19:20,07:48:55
-,Team The California Burritos,4052,RELAY,USA,00:40:39,03:37:26,03:22:46,07:49:01
76,Stephanie Seiberg,1958,F50-54,USA,00:46:07,03:46:36,03:00:22,07:49:03
220,Brett Grover,1623,M30-34,USA,00:37:46,03:24:47,03:16:42,07:49:23
273,Russ Roberts,2138,M35-39,USA,00:51:24,03:46:59,02:50:13,07:49:32
221,Aaron Caditz,1497,M30-34,USA,00:59:18,03:54:13,02:33:42,07:49:44
205,Bryan Upcraft,1724,M50-54,USA,00:46:52,03:33:42,03:12:21,07:49:53
274,Dane Nielson,2867,M35-39,USA,00:43:43,03:42:48,03:08:32,07:49:58
238,Navin Rongratana,1021,M40-44,USA,00:51:37,03:49:53,02:51:27,07:50:09
129,Mark Westling,2155,M55-59,USA,00:45:40,03:36:57,03:07:52,07:50:12
275,Mitchell Turow,2259,M35-39,USA,00:51:03,03:54:02,02:49:53,07:50:23
80,Joe Welch,2359,M18-24,USA,00:36:58,03:18:01,03:36:47,07:50:45
85,Kara Gleckler,3082,F35-39,USA,00:45:00,03:56:09,02:26:38,07:51:18
130,Gary Henry,1954,M55-59,USA,00:52:59,03:40:29,02:57:30,07:51:32
131,William Mines,1941,M55-59,USA,00:47:15,03:52:08,02:54:53,07:51:39
227,Ben Deal,2791,M45-49,USA,00:42:04,03:47:25,03:07:21,07:51:42
132,Ashish Mehta,173,M55-59,USA,00:45:18,03:47:40,02:55:16,07:52:00
-,Team Wawawiwa,4064,RELAY,USA,00:52:41,04:10:18,02:42:31,07:52:00
86,Ana Roberson,2533,F35-39,USA,00:49:13,03:49:40,02:54:13,07:52:06
77,Lynn Holmquist,1381,F50-54,USA,00:45:57,04:08:09,02:36:18,07:52:08
96,Heidi Kerko,2887,F45-49,USA,00:46:28,03:51:07,02:57:10,07:52:19
108,Kelly Mabey,2019,F40-44,USA,00:46:23,03:44:53,02:55:50,07:52:27
20,Vanessa Heller,2714,F18-24,USA,00:45:06,03:54:10,02:55:58,07:52:32
228,Sean Gibbons,1336,M45-49,USA,00:42:37,03:48:15,02:57:56,07:52:39
133,Glen Johnson,1923,M55-59,USA,00:49:31,03:44:28,02:58:35,07:52:40
-,Team Team Z-A,4051,RELAY,USA,00:47:58,03:48:12,03:02:30,07:52:43
78,Stephanie Anderson,1717,F50-54,USA,00:55:53,03:48:26,02:54:40,07:52:47
-,Team Ford Tough,4013,RELAY,USA,00:53:14,03:49:15,03:03:19,07:53:02
87,Pamela Jurancich,1580,F35-39,USA,00:50:06,03:45:37,02:59:09,07:53:03
-,Team Two Buoys And A Gull,4060,RELAY,USA,00:44:23,03:35:28,03:03:19,07:53:04
229,Rubin Olvera,1018,M45-49,USA,00:48:07,03:45:37,03:02:46,07:53:08
134,Jon Longdin,1068,M55-59,USA,00:58:08,03:49:43,02:48:57,07:53:12
2,Robert McClure,645,M75-79,USA,00:49:19,03:53:41,02:53:47,07:53:14
135,Shawn Hinton,1466,M55-59,USA,00:45:26,03:43:51,03:07:31,07:53:19
230,Jeremy Hayman,2368,M45-49,USA,00:44:42,03:53:30,02:58:18,07:53:20
-,Team Tdds Chicks,4043,RELAY,USA,00:45:45,04:07:42,02:53:33,07:53:23
81,Jordan Durrant,2940,M18-24,USA,00:51:18,04:01:49,02:42:16,07:53:45
206,Todd Lytle,1185,M50-54,USA,00:57:19,03:40:58,02:55:25,07:53:47
88,Staci Newren,1343,F35-39,USA,00:50:49,03:44:16,02:56:12,07:53:48
82,Matthew Sorensen,2716,M18-24,USA,00:51:20,03:44:44,03:02:18,07:53:54
89,Kari Bartlett,1805,F35-39,USA,00:38:52,04:39:07,02:24:15,07:53:57
231,Ray Miraflor,3093,M45-49,USA,01:04:14,03:38:39,02:53:21,07:54:15
136,Michael Gregory,2870,M55-59,USA,00:47:25,03:50:35,02:57:24,07:54:29
222,Austin French,2085,M30-34,USA,01:05:46,03:36:46,02:50:36,07:54:30
276,Bryan Sours,2782,M35-39,USA,01:08:52,03:48:08,02:45:29,07:54:53
86,Jennifer Bandi,2663,F30-34,USA,00:42:36,04:07:10,02:48:29,07:54:54
207,James Wierbick,2580,M50-54,USA,00:41:18,03:20:15,03:26:07,07:54:54
208,Jason Peterson,2208,M50-54,USA,00:58:08,03:45:24,02:53:29,07:54:56
54,Marques Garcia,1970,M60-64,USA,00:59:06,03:38:03,03:04:30,07:54:56
21,Brookelyn Bochenek,1679,F18-24,USA,00:57:39,03:41:25,02:58:12,07:54:58
79,Estanisla Fanic,1357,F50-54,USA,00:42:26,03:49:19,03:04:09,07:54:59
232,Shad Groves,2500,M45-49,USA,00:41:01,03:38:11,03:22:46,07:55:04
148,Bryce Bochenek,995,M25-29,USA,00:57:53,03:41:23,02:58:09,07:55:13
90,Ashwini Vishwanath,2528,F35-39,IND,00:55:58,03:41:29,02:58:55,07:55:15
223,George Alvarez,1689,M30-34,USA,00:46:35,04:04:50,02:43:49,07:55:18
91,Allison Linville,2774,F35-39,USA,00:46:35,04:00:46,02:47:18,07:55:28
209,Bob Gitsham,1725,M50-54,USA,00:49:30,03:22:56,03:23:35,07:55:31
3,Deborah Gaynor,390,F70-74,USA,00:50:00,03:38:21,03:07:34,07:55:33
55,Scott McDonald,1693,M60-64,USA,00:35:25,03:33:19,03:27:24,07:55:37
97,Natalie Cross,2455,F45-49,USA,00:52:37,04:04:23,02:45:50,07:55:39
224,Matthew Ritter,2444,M30-34,USA,00:48:06,03:35:47,03:13:56,07:55:46
98,Nuria Fernandez Gamboa,2178,F45-49,USA,00:47:06,03:45:17,02:57:28,07:55:47
225,Valentin Santos,2258,M30-34,USA,00:40:35,04:00:13,02:54:45,07:55:48
226,Ciro Gonzalez,2664,M30-34,USA,00:56:19,03:52:01,02:42:41,07:55:51
239,Nicholas Kippen,1115,M40-44,USA,00:48:47,03:56:00,02:56:18,07:56:08
137,Lonnie Hunter,2149,M55-59,USA,00:46:06,03:50:43,03:02:05,07:56:16
92,Diana Martin,3081,F35-39,USA,00:51:40,04:01:10,02:32:13,07:56:54
277,Onur Ozay,2107,M35-39,USA,00:40:48,03:52:19,02:59:08,07:57:13
93,Alaina Muehlhausen,1608,F35-39,USA,01:02:14,03:55:10,02:46:09,07:57:44
138,Mamerto Gapultos,2722,M55-59,USA,00:49:33,03:51:09,03:04:40,07:57:49
21,Frederick Zambon,855,M65-69,USA,00:52:39,03:52:10,02:57:36,07:58:00
210,Ryan Larsen,1229,M50-54,USA,00:57:28,04:00:06,02:45:04,07:58:09
240,Tyler Knight,1668,M40-44,USA,00:41:22,03:52:46,02:51:48,07:58:10
4,Marc Brier,2276,M70-74,USA,00:50:55,03:34:05,03:16:17,07:58:37
45,Deborah Hastings,882,F55-59,USA,00:40:52,03:49:38,03:12:58,07:59:02
87,Emily Dodson,2670,F30-34,USA,00:44:36,04:02:11,02:57:45,07:59:02
94,Savannah Wu,1067,F35-39,USA,00:53:14,03:56:31,02:54:53,07:59:02
241,Dan Miller,1256,M40-44,USA,00:42:45,03:48:41,03:00:01,07:59:04
95,Erin Wingerter,2694,F35-39,USA,01:05:37,03:57:46,02:39:05,07:59:09
56,John Galland,1771,M60-64,USA,00:45:16,03:55:08,02:57:07,07:59:17
149,Riley Guilbeault,2034,M25-29,USA,00:49:44,03:59:33,02:52:55,07:59:38
233,Sameer Shah,2956,M45-49,USA,00:45:31,04:03:21,02:52:48,07:59:38
242,Ivan Yermakov,2935,M40-44,USA,00:44:48,03:17:12,03:44:13,07:59:38
211,Corey McKenna,1066,M50-54,USA,00:42:35,03:58:13,03:05:00,08:00:04
80,Rachelle Woodcook,1306,F50-54,USA,00:42:13,03:59:15,03:01:00,08:00:08
212,Greg McKenzie,1846,M50-54,USA,00:46:43,04:07:24,02:47:40,08:00:10
243,Jeff Gardner,1300,M40-44,USA,00:48:40,03:54:04,03:00:49,08:00:10
-,Team Slo Sistas,4039,RELAY,USA,00:39:37,04:20:26,02:54:30,08:00:15
278,Cody Sauer,1776,M35-39,USA,01:08:27,03:42:01,02:51:54,08:00:20
88,Kris Bart,1774,F30-34,USA,01:08:28,03:42:25,02:51:56,08:00:22
213,Brice Sloan,2591,M50-54,USA,00:52:11,04:07:08,02:37:56,08:00:41
46,Jill Anderson,2287,F55-59,USA,00:37:14,03:52:52,03:14:21,08:00:57
96,Tarah Vernon,1521,F35-39,USA,00:46:39,03:57:20,02:54:37,08:01:11
227,Stephen Lottermoser,3103,M30-34,USA,00:43:02,03:40:12,03:24:07,08:01:14
99,Janalyn Larish,2610,F45-49,USA,00:49:00,03:46:58,03:08:34,08:01:16
150,Kyle Possell,2483,M25-29,USA,00:44:38,03:53:07,03:04:26,08:01:31
151,Tanner Hale,2646,M25-29,USA,00:49:42,03:56:28,02:57:59,08:01:34
234,Anthony Jeffers,1631,M45-49,USA,00:41:44,03:59:33,02:58:54,08:01:41
81,Nancy McKim,2133,F50-54,USA,00:50:13,04:07:19,02:48:26,08:01:42
279,Nickolas Burciaga,2754,M35-39,USA,00:47:36,03:58:03,02:47:02,08:01:43
57,Michael Roberts,1914,M60-64,USA,00:48:27,03:28:47,03:27:21,08:01:47
89,Lauren Mazouat,1440,F30-34,USA,00:46:58,03:21:42,03:40:08,08:02:00
244,Kris Fairfield,2283,M40-44,USA,00:55:32,03:25:23,03:23:43,08:02:23
228,William Taylor,2204,M30-34,USA,00:54:30,04:04:16,02:51:28,08:02:23
152,Cutter Harriagn,239,M25-29,USA,00:53:47,04:01:09,02:38:55,08:02:27
214,Todd Harr,1833,M50-54,USA,00:45:31,03:39:10,03:20:16,08:02:34
19,Vivienne Evans,2515,F60-64,USA,00:49:14,03:38:25,03:12:48,08:03:10
82,Kimberly Greer,1615,F50-54,USA,00:40:54,03:46:49,03:19:16,08:03:49
280,Jerome Johnson,2575,M35-39,USA,00:59:35,04:10:34,02:21:45,08:03:49
139,Mark McFadden,1055,M55-59,USA,00:58:30,03:49:15,02:50:21,08:03:53
235,Eric Oscarson,1228,M45-49,USA,00:46:58,03:59:23,03:02:51,08:04:04
58,Amador Nunez,2915,M60-64,USA,00:42:13,03:43:19,03:20:30,08:04:11
236,Bhavesh Desai,180,M45-49,USA,01:08:18,04:05:13,02:29:56,08:04:32
229,Joshua Haws,2920,M30-34,USA,00:53:52,03:52:22,02:56:39,08:04:40
109,Andrea Ramos,902,F40-44,USA,00:45:35,03:39:30,03:25:02,08:04:40
55,Clarisa Aguilera,1980,F25-29,USA,00:39:17,04:02:12,02:57:47,08:05:03
83,Malinda Sweat,1515,F50-54,USA,00:52:37,03:47:52,03:06:59,08:05:04
22,Gregory Wilson,1756,M65-69,USA,00:43:00,03:51:33,03:15:33,08:05:08
215,Bill Williamson,1953,M50-54,USA,00:32:15,04:08:17,02:55:09,08:05:09
20,Kim Perry,3017,F60-64,USA,00:41:52,04:10:05,02:54:04,08:05:12
140,Art Acebedo,1400,M55-59,USA,00:41:26,03:19:32,03:42:06,08:05:18
216,Chris Demay,2630,M50-54,USA,00:53:28,03:50:59,02:58:30,08:05:35
153,Eli Blair,2498,M25-29,USA,01:01:00,03:54:13,02:50:50,08:06:00
84,Rachel Miller,1376,F50-54,USA,00:57:09,03:54:32,02:54:35,08:06:14
245,Sean Nielsen,2519,M40-44,USA,01:02:53,03:47:19,02:50:47,08:06:17
110,Heather Lindgren,1726,F40-44,USA,00:48:57,04:06:03,02:54:04,08:06:18
237,Gregory Seare,2855,M45-49,USA,00:52:13,03:43:14,03:06:07,08:06:19
83,Jacob Fonbuena,2471,M18-24,USA,00:45:01,04:07:56,02:52:42,08:06:38
230,John Adamson,2768,M30-34,USA,01:00:12,04:09:01,02:35:12,08:07:03
154,Aron Johannsson,1786,M25-29,ISL,00:59:46,04:14:43,02:38:01,08:07:17
111,Jennifer Carroll,2135,F40-44,USA,00:51:56,03:52:00,03:00:14,08:07:20
112,Jocelyn Robinson,2099,F40-44,USA,00:44:24,04:01:48,02:58:58,08:07:33
21,Sandy Larsen,2261,F60-64,USA,00:46:25,04:00:21,03:01:46,08:07:58
231,Adam Kellnhofer,2966,M30-34,USA,00:53:51,03:49:46,02:52:13,08:07:59
100,Kara Sessums,2917,F45-49,USA,00:43:45,04:33:02,02:37:57,08:08:09
85,Kathi Cover,170,F50-54,USA,00:44:59,03:59:42,03:07:42,08:08:17
238,Darrell Watson,163,M45-49,USA,00:47:38,03:56:06,03:03:07,08:08:27
239,Mark Taylor,1234,M45-49,USA,00:55:14,03:47:28,03:09:11,08:08:29
240,Josh Pallister,2213,M45-49,USA,00:51:25,03:55:57,02:56:32,08:08:30
241,Bryan Hansen,1121,M45-49,USA,00:46:46,03:58:06,03:09:10,08:08:36
-,Team Queens Of The Iron Throne,4032,RELAY,USA,00:49:54,03:45:36,03:25:24,08:08:42
281,Matthew Heidel,243,M35-39,USA,00:50:45,03:39:47,03:20:17,08:08:46
5,Dave Schwartz,1572,M70-74,USA,00:40:25,03:57:07,03:14:11,08:09:03
141,Scott Lowrey,779,M55-59,USA,00:45:54,03:39:23,03:27:24,08:09:32
47,Maria Korcsmaros,2805,F55-59,CAN,00:54:47,03:46:49,03:08:36,08:09:56
